date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:23:32	132/132	---M--	301	error ('Moved%20Permanently')	text/plain	date:Mon,%2026%20Feb%202018%2019:23:32%20GMT	https://cdn.rawgit.com/000webhost/logo/e9bd13f7/footer-powered-by-000webhost-white2.png	C:/Users/juan/Documents/personal_juan/dos/cdn.rawgit.com/000webhost/logo/e9bd13f7/footer-powered-by-000webhost-white2.23.delayed	(from http://phydev.web44.net/flame/index-1.html)
15:23:33	2046/2046	---M--	200	added ('OK')	image/png	etag:%220f5fd2ab2ec3d340d0a8e148adae48104735921b%22	https://raw.githubusercontent.com/000webhost/logo/e9bd13f7/footer-powered-by-000webhost-white2.png	C:/Users/juan/Documents/personal_juan/dos/raw.githubusercontent.com/000webhost/logo/e9bd13f7/footer-powered-by-000webhost-white2.png	(from http://phydev.web44.net/flame/index-1.html)
15:23:33	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2019%20Nov%202017%2022:41:12%20GMT	http://phydev.web44.net/flame/fonts/glyphicons-halflings-regular.eot	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/fonts/glyphicons-halflings-regular.eot	(from http://phydev.web44.net/flame/css/bootstrap.min.css)
15:23:35	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2019%20Nov%202017%2022:41:12%20GMT	http://phydev.web44.net/flame/fonts/glyphicons-halflings-regular.eot?	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/fonts/glyphicons-halflings-regulard41d.eot	(from http://phydev.web44.net/flame/css/bootstrap.min.css)
15:23:36	8544/8544	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202018%2019:23:36%20GMT	http://phydev.web44.net/flame/css/owl.video.play.png	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/css/owl.video.play.2a.delayed	(from http://phydev.web44.net/flame/css/owl.carousel.min.css)
15:23:38	23424/23424	---M--	200	added ('OK')	application/font-woff	date:Sun,%2019%20Nov%202017%2022:41:47%20GMT	http://phydev.web44.net/flame/fonts/glyphicons-halflings-regular.woff	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/fonts/glyphicons-halflings-regular.woff	(from http://phydev.web44.net/flame/css/bootstrap.min.css)
15:23:38	108738/108738	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2019%20Nov%202017%2022:41:27%20GMT	http://phydev.web44.net/flame/fonts/glyphicons-halflings-regular.svg	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/fonts/glyphicons-halflings-regular.svg	(from http://phydev.web44.net/flame/css/bootstrap.min.css)
15:23:43	77160/77160	---M--	200	added ('OK')	text/html	date:Sun,%2019%20Nov%202017%2022:41:08%20GMT	http://phydev.web44.net/flame/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/fonts/fontawesome-webfont3e6e.html	(from http://phydev.web44.net/flame/css/font-awesome.min.css)
15:23:44	45404/45404	---M--	200	added ('OK')	application/font-sfnt	date:Sun,%2019%20Nov%202017%2022:41:41%20GMT	http://phydev.web44.net/flame/fonts/glyphicons-halflings-regular.ttf	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/fonts/glyphicons-halflings-regular.ttf	(from http://phydev.web44.net/flame/css/bootstrap.min.css)
15:23:53	98024/98024	---M--	200	added ('OK')	application/font-woff	date:Sun,%2019%20Nov%202017%2022:40:33%20GMT	http://phydev.web44.net/flame/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/fonts/fontawesome-webfont3e6e.woff	(from http://phydev.web44.net/flame/css/font-awesome.min.css)
15:23:53	98304/98304	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2019%20Nov%202017%2022:40:47%20GMT	http://phydev.web44.net/flame/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/fonts/fontawesome-webfont3e6e.svg	(from http://phydev.web44.net/flame/css/font-awesome.min.css)
15:23:59	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2019%20Nov%202017%2022:39:21%20GMT	http://phydev.web44.net/flame/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/fonts/fontawesome-webfont3e6e.eot	(from http://phydev.web44.net/flame/css/font-awesome.min.css)
15:23:59	32536/32536	---M--	200	added ('OK')	application/font-sfnt	date:Sun,%2019%20Nov%202017%2022:38:12%20GMT	http://phydev.web44.net/flame/fonts/et-line.ttf	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/fonts/et-line.ttf	(from http://phydev.web44.net/flame/css/etlinefont.min.css)
15:24:01	9311/9311	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Dec%202017%2020:11:18%20GMT	http://phydev.web44.net/flame/img/wave-1.png	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/img/wave-1.png	(from http://phydev.web44.net/flame/css/style.css)
15:24:01	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2019%20Nov%202017%2022:39:21%20GMT	http://phydev.web44.net/flame/fonts/fontawesome-webfont.eot?	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/fonts/fontawesome-webfontd41d.eot	(from http://phydev.web44.net/flame/css/font-awesome.min.css)
15:24:01	55220/55220	---M--	200	added ('OK')	application/font-woff	date:Sun,%2019%20Nov%202017%2022:38:19%20GMT	http://phydev.web44.net/flame/fonts/et-line.woff	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/fonts/et-line.woff	(from http://phydev.web44.net/flame/css/etlinefont.min.css)
15:24:05	175537/175537	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2019%20Nov%202017%2022:38:59%20GMT	http://phydev.web44.net/flame/fonts/et-line.svg	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/fonts/et-line.svg	(from http://phydev.web44.net/flame/css/etlinefont.min.css)
15:24:16	78573/78573	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Dec%202017%2020:10:43%20GMT	http://phydev.web44.net/flame/img/home-z.jpg	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/img/home-z.jpg	(from http://phydev.web44.net/flame/css/style.css)
15:24:16	86168/86168	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Dec%202017%2020:10:33%20GMT	http://phydev.web44.net/flame/img/home-t.jpg	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/img/home-t.jpg	(from http://phydev.web44.net/flame/css/style.css)
15:24:23	111276/111276	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202017%2007:48:31%20GMT	http://phydev.web44.net/azaro/img/home.jpg	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/azaro/img/home.jpg	(from http://phydev.web44.net/flame/css/style.css)
15:24:24	43195/43195	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Dec%202017%2020:11:06%20GMT	http://phydev.web44.net/flame/img/wd-2.jpg	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/img/wd-2.jpg	(from http://phydev.web44.net/flame/single-portfolio.html)
15:24:25	54698/54698	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Dec%202017%2020:11:05%20GMT	http://phydev.web44.net/flame/img/wd-1.jpg	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/img/wd-1.jpg	(from http://phydev.web44.net/flame/single-portfolio.html)
15:24:31	47989/47989	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Dec%202017%2020:11:14%20GMT	http://phydev.web44.net/flame/img/wd-3.jpg	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/img/wd-3.jpg	(from http://phydev.web44.net/flame/single-portfolio.html)
15:24:31	34983/34983	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20Nov%202017%2022:44:23%20GMT	http://phydev.web44.net/flame/img/p-6.jpg	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/img/p-6.jpg	(from http://phydev.web44.net/flame/index-1.html)
15:24:32	203572/203572	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20Nov%202017%2022:43:53%20GMT	http://phydev.web44.net/flame/img/home-img.jpg	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/img/home-img.jpg	(from http://phydev.web44.net/flame/css/style.css)
15:24:33	18028/18028	---M--	200	added ('OK')	text/html	date:Sun,%2019%20Nov%202017%2022:41:47%20GMT	http://phydev.web44.net/flame/fonts/glyphicons-halflings-regular.woff2	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/fonts/glyphicons-halflings-regular.woff2	(from http://phydev.web44.net/flame/css/bootstrap.min.css)
15:24:33	53099/53099	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Dec%202017%2020:11:21%20GMT	http://phydev.web44.net/flame/img/wd-5.jpg	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/img/wd-5.jpg	(from http://phydev.web44.net/flame/single-portfolio.html)
15:24:39	32694/32694	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2019%20Nov%202017%2022:38:03%20GMT	http://phydev.web44.net/flame/fonts/et-line.eot	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/fonts/et-line.eot	(from http://phydev.web44.net/flame/css/etlinefont.min.css)
15:24:40	61776/61776	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20Nov%202017%2022:43:15%20GMT	http://phydev.web44.net/flame/img/b-2.jpg	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/img/b-2.jpg	(from http://phydev.web44.net/flame/index-1.html)
15:24:42	16143/16143	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Feb%202018%2019:24:39%20GMT	http://phydev.web44.net/flame/index.html	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/index.html	(from http://phydev.web44.net/flame/single-portfolio.html)
15:24:49	37616/37616	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202017%2012:07:30%20GMT	http://phydev.web44.net/wassabi/images/man-work-1.jpg	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/wassabi/images/man-work-1.jpg	(from http://phydev.web44.net/flame/single-post.html)
15:24:50	60296/60296	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20Nov%202017%2022:44:10%20GMT	http://phydev.web44.net/flame/img/p-4.jpg	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/img/p-4.jpg	(from http://phydev.web44.net/flame/index-1.html)
15:24:53	165548/165548	---M--	200	added ('OK')	application/font-sfnt	date:Sun,%2019%20Nov%202017%2022:40:13%20GMT	http://phydev.web44.net/flame/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/fonts/fontawesome-webfont3e6e.ttf	(from http://phydev.web44.net/flame/css/font-awesome.min.css)
15:24:55	186700/186700	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Dec%202017%2020:10:27%20GMT	http://phydev.web44.net/flame/img/home-s.jpg	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/img/home-s.jpg	(from http://phydev.web44.net/flame/css/style.css)
15:25:00	20757/20757	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Dec%202017%2020:11:21%20GMT	http://phydev.web44.net/flame/img/d-1.jpg	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/img/d-1.jpg	(from http://phydev.web44.net/flame/index.html)
15:25:04	38276/38276	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Feb%202018%2019:25:00%20GMT	http://phydev.web44.net/flame/index-skew.html	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/index-skew.html	(from http://phydev.web44.net/flame/index.html)
15:25:08	19100/19100	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Dec%202017%2020:11:25%20GMT	http://phydev.web44.net/flame/img/d-2.jpg	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/img/d-2.jpg	(from http://phydev.web44.net/flame/index.html)
15:25:12	135288/135288	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Dec%202017%2020:10:44%20GMT	http://phydev.web44.net/flame/img/home-w.jpg	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/img/home-w.jpg	(from http://phydev.web44.net/flame/css/style.css)
15:25:12	38284/38284	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Feb%202018%2019:25:08%20GMT	http://phydev.web44.net/flame/index-triangle.html	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/index-triangle.html	(from http://phydev.web44.net/flame/index.html)
15:25:12	122510/122510	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Dec%202017%2022:22:05%20GMT	http://phydev.web44.net/flame/img/ban-bg.jpg	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/img/ban-bg.jpg	(from http://phydev.web44.net/flame/index.html)
15:25:14	144039/144039	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Dec%202017%2022:22:30%20GMT	http://phydev.web44.net/flame/img/demo-bg.jpg	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/img/demo-bg.jpg	(from http://phydev.web44.net/flame/index.html)
15:25:15	23051/23051	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Dec%202017%2020:11:25%20GMT	http://phydev.web44.net/flame/img/d-3.jpg	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/img/d-3.jpg	(from http://phydev.web44.net/flame/index.html)
15:25:15	19885/19885	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Dec%202017%2020:11:29%20GMT	http://phydev.web44.net/flame/img/d-4.jpg	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/img/d-4.jpg	(from http://phydev.web44.net/flame/index.html)
15:25:16	38276/38276	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Feb%202018%2019:25:15%20GMT	http://phydev.web44.net/flame/index-wave.html	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/index-wave.html	(from http://phydev.web44.net/flame/index.html)
15:25:18	27454/27454	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Dec%202017%2020:11:29%20GMT	http://phydev.web44.net/flame/img/d-5.jpg	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/img/d-5.jpg	(from http://phydev.web44.net/flame/index.html)
15:25:18	19284/19284	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Dec%202017%2020:11:34%20GMT	http://phydev.web44.net/flame/img/d-6.jpg	C:/Users/juan/Documents/personal_juan/dos/phydev.web44.net/flame/img/d-6.jpg	(from http://phydev.web44.net/flame/index.html)
